289.4488220214844,191.78358459472656,-10.6555757522583,148.99160766601562,355.6293640136719,294.94671630859375,226.8533935546875
289.49395751953125,191.76600646972656,-27.675790786743164,133.1544952392578,363.51361083984375,279.3115234375,226.8531036376953
286.4139709472656,191.8389434814453,5.708584785461426,132.57305908203125,354.1624755859375,279.3065185546875,226.8539581298828
286.30548095703125,191.9253692626953,-9.855966567993164,107.3687515258789,368.8788146972656,254.93096923828125,226.8539581298828
285.9323425292969,191.88758850097656,-19.78799819946289,107.36201477050781,368.84783935546875,254.9305419921875,226.8539581298828
285.8944396972656,191.84637451171875,-16.67207908630371,116.88594055175781,368.847412109375,261.91522216796875,226.8539581298828
286.1154479980469,188.39549255371094,-16.662216186523438,147.70108032226562,368.6758117675781,294.85638427734375,226.8533935546875
285.98760986328125,188.4517364501953,-35.1753044128418,147.70176696777344,381.8804931640625,294.91705322265625,226.8531036376953
286.6861267089844,188.08621215820312,9.270010948181152,136.25694274902344,349.75836181640625,287.64190673828125,226.85665893554688
285.13720703125,188.13572692871094,-5.695126533508301,93.63066864013672,361.73974609375,237.36463928222656,231.7830810546875
